filename,label
00af6550-e6fb-4738-ad8e-5594af68632e.jpg,soybeans
0005055c-aaaa-4e19-9a9b-23f8fbbe0976.jpg,soybeans
00b4982a-c48e-4377-828c-22da885160b0.jpg,roseapple
0006061f-abda-4e2b-a07f-506ce19a0efc.jpg,greenonion
00bd7b94-752b-412c-8005-56235e40097a.jpg,cauliflower
00069669-5fc6-46fb-91c1-d9d7abba85ea.jpg,waterbamboo
00c56d38-737b-4a7e-8208-d9889123b6b5.jpg,passionfruit
000bbbfa-15f7-43ba-b99e-0aacada1c782.jpg,kale
00cbd40d-62de-4dee-9e85-bfcf0af6fa60.jpg,taro
001787cb-d749-4e9b-be38-eca87ba0efa8.jpg,pear
00cfc7bb-16b2-4bc9-a8a3-7c3fd10140ed.jpg,litchi
00214d57-3d24-455d-9ec2-2574daab696e.jpg,sunhemp
00da3cba-6b58-4544-8a6f-c26496a4f063.jpg,roseapple
00228020-7802-400d-b61d-0da6680967d8.jpg,others
00dc6155-0087-4efc-be55-b2c3859c4e80.jpg,sunhemp
0029bfea-41fe-41fe-9371-7cf0c7ff25f2.jpg,waterbamboo
00e0d5ef-b715-437b-9afc-5a7af569c39c.jpg,onion
002b60b8-552b-4858-9a6a-e8c1eae8158e.jpg,grape
00dfac42-9819-4f3d-a1ac-a4d239aff2dd.jpg,roseapple
00345f20-7bc6-4b6d-9741-1465e6e7c885.jpg,tea
00e7be4b-437d-40e2-9f33-e2bab50032c9.jpg,pear
00359512-080e-4c0c-a7cb-c707b9499605.jpg,greenonion
00ffdbc5-070a-430b-ae46-593af5adef55.jpg,redbeans
0037438c-52d7-4df9-a684-2ec7b029e438.jpg,lettuce
01000c46-e3d9-4672-b366-cd54b91afa0b.jpg,roseapple
00388c03-f513-4561-9e8e-ef338b8c436d.jpg,roseapple
01015cc7-ef01-4822-b0e2-dcef3f6195a0.jpg,roseapple
003fec26-e65c-49e1-97af-bf82bd76c2a0.jpg,lettuce
01023ca0-ff5d-4c5a-a083-74c39ae1e7b3.jpg,papaya
00516e31-0416-4ac5-895c-f78eb75ba097.jpg,lemon
010779dd-b74c-4cc1-bc47-eb23a2846df4.jpg,longan
0058d37e-5914-4d33-b442-bb7a68657cba.jpg,pennisetum
0117efe6-65a9-45b6-8794-6ae7996aa945.jpg,bambooshoots
005adee4-d37e-4005-a106-2ec68ad21430.jpg,taro
011e8dc4-8ba0-4ca8-aa92-0d7da22c17fb.jpg,taro
005f8afc-679b-4303-88d6-562d6872dc1a.jpg,loofah
0124b4c3-8cdd-4278-8706-51d1ca057f2a.jpg,lemon
006ee6c4-821a-4f2b-bf80-b767e4d39e31.jpg,taro
0127de7c-fcee-4ec3-a022-2e1d936226d2.jpg,kale
00739fca-5e8f-4562-a037-0fdc3c2962a5.jpg,broccoli
012c3500-dac7-46ce-95bc-d64f1af0484f.jpg,chinesecabbage
00892023-bfca-46d8-94d4-fcfef64594d8.jpg,loofah
012cf7d3-078d-4b58-8300-b8531a9f6e35.jpg,sweetpotato
008c287b-8665-47af-b39d-832831522acd.jpg,pennisetum
01331b48-3c44-48b2-9181-785c837b4fec.jpg,sunhemp
008e224b-1bb6-4901-8e55-572d2311f9c5.jpg,sweetpotato
013c3590-2196-424e-89d4-c2cdfdf31e4a.jpg,sunhemp
0091366b-f1d4-4315-9693-4513c5a04c53.jpg,sweetpotato
0140e7ec-226d-406d-bbb9-aaf3f9c3c1dc.jpg,lemon
009df593-9756-48c3-8cc0-3adccbb7aa41.jpg,sesbania
014cbf37-8e85-4bd6-a296-4e089db7fcf0.jpg,chinesechives
009e189e-4bc7-497d-81f3-8fb10f1e6013.jpg,redbeans
01523e3f-3a80-4f17-8b75-a999af0924d5.jpg,sunhemp
009f2ffc-d90d-4284-964d-ede375af754e.jpg,greenhouse
015a2ef8-56ba-4ac6-8813-62266325337e.jpg,sunhemp
00a05791-be60-4242-810a-b58aea8663ae.jpg,others
0163373b-2f50-4683-bf46-2574b4aecbf0.jpg,tea
00acebbe-1cd7-4a2b-af6b-4f1372e47024.jpg,greenonion
01714d89-e950-4643-95da-4243a7e40a97.jpg,sunhemp
00aeccac-c05c-4a4b-9190-b4813644fd7b.jpg,greenonion
010fc0d1-238c-4093-94d4-839736a66225.jpg,taro
017568bd-bd73-45d9-90d8-e44a57444875.jpg,greenhouse
0112344d-e75e-4180-955d-8d5ccaedc105.jpg,cauliflower
0177494c-d9ca-4f94-ae9a-3db49c5c697a.jpg,others
01153000-f263-428e-a0b8-e004821fef61.jpg,lettuce
017a0d17-217c-4097-ab21-a38e855c492e.jpg,broccoli
017b61de-f207-4c95-85ec-e55bc87766c1.jpg,lemon
01889675-aca4-4c44-84ca-614dbbe86940.jpg,passionfruit
018bc373-a82c-472c-8f6e-82680b940d0c.jpg,pennisetum
0193396b-ee10-4753-86a0-0310b23de165.jpg,sunhemp
019474f3-f0f0-43bb-bfe4-3ee66b05080e.jpg,waterbamboo
01961545-2a20-4cdc-bf6b-38b5e79c3d53.jpg,litchi
0199e312-d7b2-4507-a108-e0547904479d.jpg,sweetpotato
019a62b1-6fed-4a80-a43d-ee285b42c17c.jpg,waterbamboo
019e0d44-c24f-4953-a017-de1f16c51ffe.jpg,lettuce
01a6f630-2abe-4165-9f71-fa26e278d4e9.jpg,lemon
01b17aaf-1cb1-434a-a17e-e1eab95416d1.jpg,pear
01be4714-bb90-4a2b-bf4d-57fd02857c5b.jpg,betel
01c56461-301d-497c-a447-3d73c8b35ee7.jpg,waterbamboo
01d8273a-c455-4e27-80ab-c3c4aee1c706.jpg,longan
01d91bdd-39f6-4ef4-ac42-3469229f248c.jpg,custardapple
01e39098-ff2b-4295-aab8-a72c5c4b0959.jpg,lemon
01e5b8e0-a7a1-4af7-94de-293311769636.jpg,redbeans
01ed1fb9-8ff5-4d17-96cc-f503a29f7701.jpg,litchi
01f41750-ab37-4af2-83a9-e199d05f8a63.jpg,kale
01fd3a36-e9af-4975-ba18-f0333e0b93c0.jpg,sunhemp
01feedda-6ec6-40ce-a883-bd78318a6ee7.jpg,asparagus
01ff0772-83c0-415d-b707-3070d999ef9a.jpg,sesbania
020ff5ca-1aae-413a-b0c3-4e9f6c712c24.jpg,others
02183c69-ee67-471c-8d32-09f8b465ac99.jpg,waterbamboo
021e3e61-dd40-476f-8a8a-8739b6fcf0b4.jpg,soybeans
